ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,PRIORS,SCHOOL,RULE,TSERVD,FOLLOW,TIME,FILE,sensitive,label,sens_1,sens_2
1,0,0,1,0,0,0,0,3,12,0,5,72,0,1,1,0,2,3
0,0,1,0,1,1,1,0,0,10,1,24,80,0,2,1,0,1,1
0,0,0,0,1,0,1,0,1,9,1,12,78,0,2,1,0,1,0
0,0,1,1,0,1,0,0,1,8,16,133,72,24,3,1,1,0,2
0,0,1,0,1,0,1,0,0,8,1,61,74,15,1,1,1,1,0
0,0,1,1,1,0,1,0,-9,7,11,118,70,64,3,1,1,0,2
0,0,1,0,1,0,1,0,0,9,3,19,80,0,3,1,0,3,0
0,0,1,0,0,0,0,0,1,12,4,44,70,0,2,1,0,1,1
0,1,1,0,0,1,0,0,3,8,1,22,73,0,2,1,0,2,2
1,1,1,0,0,0,0,0,0,9,0,2,73,0,1,1,0,3,0
0,0,1,0,0,1,0,0,5,8,1,12,71,0,3,1,0,0,3
0,0,0,0,0,0,1,0,0,9,16,47,77,19,2,1,1,3,1
0,0,1,0,0,1,0,0,0,11,5,29,78,0,2,1,0,1,1
1,0,1,1,0,0,0,0,0,11,0,3,78,55,1,1,1,0,2
0,1,0,0,0,0,0,0,2,10,1,14,77,0,2,1,0,2,3
0,0,1,1,1,1,0,0,6,8,3,41,80,0,2,1,0,3,1
0,1,0,0,1,1,1,0,1,7,10,36,74,0,1,1,0,3,1
0,0,0,1,0,0,0,0,0,12,1,5,74,0,3,1,0,1,0
0,0,0,0,0,1,0,0,3,10,1,8,70,0,3,1,0,2,3
1,1,1,0,1,1,1,0,-9,9,2,27,70,55,3,1,1,0,2
0,0,0,1,1,1,1,0,1,10,9,88,76,39,3,1,1,1,1
0,0,0,1,1,1,0,1,3,7,1,43,76,0,2,1,0,0,3
1,0,1,1,0,1,0,0,1,7,0,3,72,0,2,1,0,2,2
0,0,1,0,0,1,0,0,-9,12,1,17,72,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,10,1,8,72,10,1,1,1,1,0
0,0,1,0,0,0,0,0,0,7,0,2,80,0,3,1,0,3,1
0,0,1,0,0,1,0,0,0,9,1,34,78,61,2,1,1,3,1
0,0,0,0,0,1,0,0,5,12,0,11,72,12,2,1,1,2,2
0,0,1,0,0,0,0,0,0,10,0,10,81,6,3,1,1,3,1
1,0,1,0,0,0,0,0,5,12,0,9,74,57,3,1,1,2,2
0,1,0,0,0,1,0,0,0,7,0,14,76,0,1,1,0,2,2
0,0,1,0,0,0,0,0,0,10,2,32,71,40,3,1,1,3,0
0,0,1,1,0,1,0,0,0,12,1,15,71,0,2,1,0,3,1
0,0,1,0,1,1,0,0,0,12,2,22,75,0,2,1,0,1,1
0,1,0,0,0,1,0,0,0,6,0,11,79,0,1,1,0,2,3
0,1,1,0,0,1,0,0,0,8,3,30,77,14,2,1,1,1,1
0,0,1,0,1,1,1,0,3,9,2,20,78,7,3,1,1,0,2
0,0,0,0,0,0,0,0,0,10,2,17,72,16,2,1,1,1,1
0,0,1,1,0,1,0,0,0,10,1,60,73,0,3,1,0,1,1
0,1,0,0,0,0,0,0,3,10,0,6,72,51,1,0,1,1,1
1,1,0,0,0,0,0,0,2,9,0,8,73,0,2,1,0,3,1
0,0,0,0,0,0,0,0,0,12,1,13,76,0,3,1,0,3,1
0,0,1,0,0,0,0,0,0,10,1,8,81,0,2,1,0,1,0
0,0,1,0,0,1,0,0,1,9,0,39,74,0,1,1,0,0,2
0,0,1,0,0,0,0,0,-9,11,2,25,72,0,3,1,0,1,1
0,0,1,0,1,0,1,0,0,8,0,12,73,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,11,0,2,77,25,3,1,1,3,0
0,1,1,0,0,0,0,0,0,11,3,20,79,6,2,1,1,3,0
0,0,1,1,1,1,1,0,5,4,8,139,77,0,3,1,0,0,2
0,0,1,0,0,0,0,0,1,8,0,7,74,63,3,1,1,2,3
0,0,0,0,0,0,0,0,0,8,0,4,76,0,1,1,0,3,1
0,0,0,0,0,0,0,0,0,7,0,8,81,14,2,1,1,3,1
0,0,1,0,0,1,0,0,1,8,0,7,72,0,2,1,0,0,2
0,0,1,1,1,1,1,0,1,12,0,33,73,0,1,1,0,1,1
0,0,1,0,1,1,0,0,0,5,0,13,73,0,2,1,0,0,3
0,1,0,0,0,0,0,0,-9,12,0,2,79,5,3,1,1,0,2
0,0,1,0,1,0,0,0,3,10,7,36,70,3,3,1,1,1,0
0,0,0,0,0,1,0,0,0,10,1,14,73,60,2,1,1,1,1
0,0,1,1,0,1,0,0,1,9,0,7,73,0,1,1,0,2,3
0,0,1,1,0,0,0,0,0,4,0,4,81,0,2,1,0,0,3
0,0,1,1,0,1,0,0,3,3,0,2,80,0,3,1,0,0,3
0,1,1,0,1,1,1,0,0,11,4,41,76,8,2,1,1,2,2
0,0,1,1,0,0,0,0,0,9,0,6,75,0,3,1,0,2,3
0,0,0,1,1,1,1,0,2,6,15,91,80,35,3,1,1,3,1
0,0,1,0,0,0,0,0,0,9,0,9,80,0,1,1,0,3,0
1,1,0,0,0,0,0,0,0,12,1,5,76,0,2,1,0,1,1
0,1,1,0,1,0,1,0,0,9,1,15,78,0,2,1,0,3,1
0,1,1,0,1,0,1,0,0,13,0,15,78,57,1,1,1,3,1
0,0,1,0,0,1,0,0,0,11,0,8,70,0,2,0,0,2,2
0,0,0,0,1,0,1,0,9,3,3,117,76,13,2,1,1,0,3
0,0,1,0,0,0,0,0,0,12,0,1,76,34,3,1,1,1,1
0,0,1,0,1,1,1,0,1,15,0,23,70,16,1,1,1,1,1
1,0,1,1,0,0,0,0,2,11,0,5,72,0,2,1,0,1,1
1,0,1,1,0,1,0,0,0,3,0,5,70,0,2,1,0,0,3
0,0,1,0,0,0,0,0,2,12,2,14,80,3,1,1,1,1,1
0,0,1,0,0,0,0,0,0,12,0,2,79,0,3,1,0,1,1
0,0,0,0,0,0,1,0,6,9,0,4,70,0,3,1,0,0,3
0,0,1,1,0,1,0,0,5,9,1,8,74,40,3,1,1,0,2
0,0,1,0,1,1,1,0,0,12,0,21,75,79,2,1,0,1,1
0,0,1,0,0,0,0,0,0,10,0,0,73,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,8,2,4,73,0,3,1,0,3,1
0,0,0,0,0,1,0,0,0,8,3,19,73,35,2,1,1,3,1
0,0,1,0,0,0,0,0,2,12,0,2,75,15,1,1,1,0,2
0,0,1,0,1,0,1,0,0,11,2,10,70,0,2,1,0,1,0
0,0,1,1,0,1,0,0,19,6,4,54,71,0,3,1,0,0,2
0,0,1,0,1,1,1,0,10,10,0,22,72,16,3,1,1,2,2
0,0,0,1,0,1,0,0,-9,12,2,62,71,0,3,1,0,2,2
0,0,0,0,0,1,0,0,0,8,0,18,74,0,3,1,0,3,0
0,0,0,0,0,1,0,0,19,9,1,27,76,18,2,1,1,2,2
0,0,1,0,1,1,1,0,0,10,6,48,74,7,1,1,1,1,1
0,0,1,0,0,0,0,0,0,9,1,18,71,0,3,1,0,3,0
0,0,1,0,0,0,0,0,0,10,0,7,71,36,2,1,1,1,0
0,0,1,1,0,1,0,0,1,11,0,13,78,0,2,1,0,1,1
0,0,1,1,0,0,0,0,0,12,0,4,80,26,1,1,1,1,1
0,0,0,1,0,1,0,0,1,14,2,43,73,0,2,1,0,3,1
0,0,0,0,0,0,0,0,2,4,0,8,73,0,2,1,0,0,2
1,0,1,1,0,1,0,0,5,11,3,36,79,25,1,1,1,3,1
0,0,1,0,0,0,0,0,1,10,0,0,78,25,3,1,1,0,2
1,1,1,0,1,1,1,0,-9,7,2,42,72,11,3,1,1,0,2
0,0,1,1,1,0,1,0,3,8,10,94,70,0,3,1,0,0,2
1,0,1,0,0,0,0,0,0,8,0,4,71,0,2,1,0,1,1
0,1,1,1,1,1,0,0,2,6,1,26,72,0,2,1,0,0,2
0,1,1,0,1,1,1,0,0,11,3,39,73,0,1,1,0,1,1
0,0,1,0,1,1,0,1,0,9,2,47,73,0,3,1,0,1,0
0,0,1,0,0,1,0,0,0,11,1,17,81,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,8,0,11,81,0,3,1,0,3,0
0,0,1,0,1,1,1,0,-9,11,2,35,79,0,3,1,0,1,1
0,0,1,1,0,0,0,0,1,11,0,2,80,0,3,1,0,0,2
0,0,0,0,0,0,0,0,0,10,0,6,79,0,2,1,0,1,1
0,0,1,0,0,0,0,0,0,9,0,2,73,33,3,1,1,3,0
0,0,0,0,0,0,0,0,0,12,1,12,80,0,3,1,0,1,0
0,1,1,1,0,1,0,0,0,8,0,13,76,0,1,1,0,1,1
0,0,1,0,1,1,1,0,0,12,4,26,78,0,2,1,0,1,1
0,1,0,1,0,1,1,0,0,10,10,19,78,36,2,1,1,1,1
0,0,1,0,0,1,0,0,1,12,0,14,74,0,3,1,0,2,3
0,0,1,0,0,1,0,0,-9,11,1,42,80,0,3,1,0,0,2
0,0,1,0,0,1,0,0,0,12,0,9,76,0,3,1,0,3,0
0,0,0,0,0,1,0,0,1,12,0,16,79,0,1,1,0,0,2
0,0,1,0,0,0,0,0,0,11,0,2,76,0,3,0,0,3,0
0,0,0,1,1,0,0,1,-9,10,0,124,76,0,3,1,0,0,3
0,0,0,0,0,0,0,0,4,5,0,7,78,0,3,1,0,0,2
0,0,0,0,0,0,0,0,0,10,0,7,76,8,3,1,1,1,0
0,0,0,1,1,0,1,0,1,12,4,44,77,58,2,1,1,1,1
0,0,1,0,1,1,1,0,0,9,0,20,73,35,2,1,1,3,1
1,0,0,0,0,1,1,0,2,7,0,6,71,0,1,1,0,2,2
0,0,1,0,1,0,0,1,2,10,19,74,70,12,2,1,1,1,0
0,0,0,0,0,0,0,0,2,9,0,6,77,0,2,1,0,1,1
1,0,1,1,0,1,0,0,16,3,0,4,70,3,1,1,1,0,3
0,1,1,0,1,1,1,0,2,8,5,34,72,6,2,1,1,1,1
1,0,1,0,0,0,0,0,0,10,0,7,72,0,2,1,0,2,2
0,0,1,0,0,0,0,0,0,8,5,40,78,2,3,1,1,3,0
1,0,0,1,0,0,0,0,0,9,1,21,78,0,1,1,0,3,1
0,0,1,0,0,1,0,0,1,10,1,46,71,45,2,1,1,1,1
0,0,1,0,1,0,0,1,1,7,0,24,72,0,2,1,0,0,2
0,0,1,0,0,0,0,0,0,8,0,13,71,27,1,1,1,1,0
0,0,1,1,0,0,0,0,0,11,0,4,74,0,3,1,0,1,1
0,0,1,1,0,1,0,0,9,8,2,41,78,0,3,1,0,0,2
0,1,0,1,0,1,0,0,5,10,2,16,76,0,2,1,0,2,2
0,0,0,0,0,0,0,0,2,10,1,9,76,46,3,1,1,0,3
0,0,0,0,0,1,0,0,0,10,0,9,78,0,2,1,0,0,0
1,0,1,0,0,0,0,0,2,7,0,9,71,0,1,1,0,2,2
0,1,1,0,1,0,1,0,1,9,3,45,76,0,2,1,0,3,1
0,0,0,0,0,0,0,0,0,11,0,5,73,9,3,1,1,3,1
0,1,1,0,0,1,0,0,0,8,0,5,76,0,2,1,0,3,1
0,0,1,0,1,0,0,0,0,12,5,28,72,0,1,1,0,1,1
1,0,0,0,0,1,0,0,1,11,0,6,70,5,2,1,1,0,2
0,0,1,1,0,1,0,0,0,7,0,4,72,0,2,1,0,0,3
0,0,1,0,0,0,0,0,1,10,0,2,81,79,3,1,1,2,2
0,0,0,0,1,1,1,0,0,9,0,38,74,0,3,1,0,1,0
0,0,1,0,1,0,1,0,0,12,6,22,77,40,3,1,1,3,1
0,0,1,0,0,1,0,0,0,12,0,1,77,0,3,1,0,1,1
0,0,0,1,0,1,0,0,-9,13,0,3,73,0,3,1,0,2,2
0,1,0,0,0,0,0,0,0,8,1,12,76,0,1,1,0,2,3
0,0,1,0,1,0,1,0,1,10,2,32,74,14,3,1,1,1,0
0,0,1,0,0,0,0,0,1,12,0,1,81,51,3,1,1,2,3
0,0,0,0,0,1,0,0,0,9,1,12,79,0,2,1,0,1,1
1,0,1,0,1,0,1,0,2,12,0,15,76,0,2,1,0,1,1
0,0,1,1,1,1,0,0,0,12,0,9,75,0,1,1,0,1,1
0,0,0,0,1,0,1,0,0,9,10,36,74,14,3,1,1,1,0
0,0,1,1,0,0,0,0,0,12,0,7,80,0,2,1,0,3,0
1,0,0,1,0,0,0,0,2,11,0,5,76,0,2,1,0,0,3
0,0,0,0,0,0,0,0,-9,13,0,1,73,0,3,1,0,1,1
0,0,1,0,0,0,0,0,-9,10,0,0,73,0,3,1,0,0,3
0,0,1,0,0,0,0,0,0,12,0,4,72,0,1,0,0,1,1
0,0,1,0,1,0,1,0,1,9,1,30,75,21,3,1,1,1,1
0,0,1,1,1,0,0,1,2,8,0,12,75,0,2,1,0,0,2
0,1,0,0,1,0,0,1,1,10,11,36,74,21,2,1,1,1,1
0,0,1,1,0,1,0,0,7,8,0,45,81,0,3,1,0,0,3
0,0,1,0,0,0,0,0,4,12,0,2,80,13,3,1,1,3,1
1,0,1,0,0,0,0,0,1,7,0,6,73,0,1,1,0,3,0
0,0,1,0,0,0,0,0,2,10,0,4,74,54,3,1,1,2,2
0,0,1,0,0,1,0,0,2,8,0,2,79,8,3,1,1,2,2
0,0,1,0,0,0,0,0,0,11,1,15,79,0,2,1,0,3,1
0,1,1,1,1,0,0,1,0,9,0,19,71,28,2,1,1,0,2
0,0,0,0,0,0,0,0,11,3,0,3,80,12,3,1,1,0,2
0,0,1,1,0,0,0,0,7,12,0,0,71,11,3,1,1,2,2
0,0,1,0,0,1,0,0,1,8,1,9,76,0,1,1,0,1,1
0,0,1,0,0,0,0,0,0,8,1,15,77,1,3,1,1,3,0
0,0,0,0,0,1,0,0,8,5,0,20,79,0,2,0,0,0,3
0,0,1,0,0,0,0,0,1,12,0,2,75,47,3,1,1,1,1
1,1,0,0,0,0,0,0,0,7,1,6,77,0,3,1,0,3,0
0,1,1,0,1,0,1,0,0,9,2,21,72,0,2,1,0,3,0
0,1,0,1,1,1,1,0,6,12,1,40,70,49,1,1,1,0,3
1,0,1,0,1,0,1,0,2,9,0,27,75,4,2,1,1,1,1
0,0,0,0,0,0,0,0,1,6,0,5,74,0,3,1,0,1,1
0,0,1,1,0,1,0,0,2,12,3,56,73,72,3,1,1,1,1
0,1,0,1,0,0,0,0,21,0,1,31,76,0,3,1,0,0,3
0,0,1,0,0,0,0,0,0,12,0,3,79,0,3,1,0,3,1
1,0,1,0,0,0,0,0,0,8,0,6,79,41,2,1,1,0,2
0,0,1,0,0,0,0,0,0,9,1,12,72,0,3,1,0,3,0
0,0,0,0,0,0,0,0,7,3,0,4,80,0,3,1,0,2,3
0,0,0,1,0,0,0,0,9,8,3,20,72,1,3,1,1,2,2
0,0,0,0,0,0,0,0,2,8,4,14,81,36,3,1,1,1,1
0,0,0,0,0,0,0,0,0,10,1,7,70,13,1,1,1,1,1
0,1,1,0,0,1,0,0,2,6,0,22,80,10,2,1,1,1,1
0,1,0,0,1,1,1,0,0,8,2,34,76,0,2,1,0,1,1
1,0,1,0,1,1,1,0,4,10,4,45,71,0,1,1,0,1,1
0,0,1,1,1,1,1,0,0,10,0,27,72,41,2,1,1,1,1
0,0,1,0,0,1,0,0,0,9,1,8,73,0,2,1,0,3,1
0,0,1,0,1,0,1,0,0,9,3,25,80,15,1,1,1,3,0
0,0,1,0,1,1,1,0,0,8,1,16,81,22,3,1,1,1,0
0,0,0,0,0,0,1,0,0,10,0,58,80,0,2,1,0,1,1
0,0,0,1,0,0,0,0,2,5,20,45,78,16,2,1,1,3,1
0,0,1,0,1,1,1,0,1,12,1,19,75,0,1,1,0,3,1
0,0,1,1,0,1,0,0,3,9,6,76,79,36,2,1,1,0,3
1,0,0,0,0,1,0,0,12,5,0,8,70,1,2,1,1,0,3
0,0,0,1,0,1,0,0,-9,11,0,2,76,0,3,1,0,2,3
0,0,1,0,0,1,0,0,0,9,0,26,75,0,1,1,0,1,1
0,0,1,1,0,0,0,0,0,5,0,1,81,0,3,1,0,0,3
0,0,0,0,1,0,1,0,1,9,3,34,78,35,3,1,1,3,0
0,0,0,0,0,0,0,0,0,9,1,6,72,43,3,1,1,1,0
0,0,0,0,0,0,0,0,0,17,0,3,80,0,3,1,0,1,1
1,1,1,0,0,1,0,0,2,9,1,25,76,5,2,1,1,3,1
0,0,1,0,0,1,1,0,0,13,1,16,73,0,2,1,0,0,2
0,0,0,0,0,0,0,0,6,10,0,4,81,15,3,1,1,0,3
0,0,0,0,0,1,0,0,0,12,3,21,78,36,1,1,1,1,1
0,0,1,0,1,1,1,0,2,10,5,58,78,10,2,1,1,1,0
0,0,0,0,0,0,0,0,-9,19,0,1,81,0,3,1,0,2,3
0,1,0,0,0,0,0,0,4,5,0,10,76,0,2,1,0,2,2
0,0,1,0,0,0,1,0,0,10,0,2,75,0,1,1,0,3,0
0,1,0,0,0,1,0,0,8,12,2,12,80,9,2,1,1,0,2
0,0,1,0,0,0,0,0,0,9,0,7,73,13,3,1,1,3,0
0,0,1,0,0,0,0,0,1,9,0,8,76,21,3,1,1,3,1
0,0,0,0,0,0,0,0,0,12,0,3,80,0,3,1,0,1,1
0,1,0,0,0,1,1,0,2,8,1,25,73,0,2,1,0,2,2
1,0,1,0,0,0,0,0,0,10,0,6,79,0,1,1,0,3,1
0,0,0,0,0,1,0,0,0,9,2,14,76,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,10,0,3,78,0,3,1,0,1,1
0,1,0,0,0,0,0,0,6,8,0,11,77,0,2,1,0,0,2
0,1,1,0,0,1,0,0,-9,8,0,11,81,13,3,1,1,1,1
0,0,0,1,0,1,1,0,2,7,5,51,74,0,3,1,0,3,1
0,0,1,1,1,1,0,0,3,12,9,65,79,30,3,1,1,0,2
0,0,1,0,1,0,1,0,3,10,3,61,74,2,3,1,1,1,1
0,0,0,0,0,1,0,0,3,9,0,15,76,50,3,1,1,0,2
1,0,1,0,0,0,0,0,0,8,0,5,73,0,2,1,0,3,0
0,1,1,1,1,1,1,0,6,6,3,51,72,0,1,1,0,2,1
0,0,1,1,1,0,1,0,5,9,12,121,72,33,3,1,1,1,1
0,0,1,0,0,0,0,0,0,10,2,30,74,16,2,1,1,3,1
0,1,0,0,0,1,0,0,4,8,0,23,81,49,2,1,1,2,2
0,0,1,0,1,1,1,0,0,9,2,56,71,41,1,1,1,1,1
0,0,1,0,0,1,0,0,0,4,0,4,73,34,3,1,1,2,3
0,0,0,1,0,1,1,0,9,9,1,13,73,0,3,1,0,2,2
0,1,0,0,0,1,0,0,3,7,0,12,77,0,2,1,0,2,3
0,0,0,0,0,0,0,0,-9,6,0,3,81,0,3,1,0,0,3
0,0,1,0,0,0,1,0,0,9,1,14,79,0,3,1,0,3,0
0,0,0,0,0,0,0,0,0,11,1,7,80,0,2,1,0,3,0
0,0,1,0,1,0,1,0,1,16,0,29,80,0,1,1,0,1,1
0,0,0,1,0,0,0,0,0,8,0,3,79,0,2,1,0,2,3
1,1,1,0,1,0,0,0,0,12,0,10,72,0,2,1,0,3,1
0,0,1,0,1,1,1,0,0,12,1,22,73,0,1,1,0,1,1
0,0,1,0,1,1,1,0,0,9,1,26,75,0,2,1,0,1,1
0,0,1,1,0,0,0,0,0,12,0,5,75,31,2,0,1,1,1
0,0,0,0,0,0,0,0,14,8,0,3,81,29,3,1,1,0,2
0,1,0,0,0,0,0,0,0,10,1,8,73,0,1,1,0,3,0
0,0,0,0,0,0,0,0,1,9,2,8,79,8,3,1,1,3,0
0,0,0,0,0,0,0,0,2,9,0,3,81,0,3,0,0,3,0
0,1,1,0,0,0,0,0,0,13,0,5,80,19,2,1,1,3,1
0,0,0,0,0,0,0,0,1,9,0,3,71,1,3,1,1,3,0
0,0,1,1,1,1,1,0,3,7,2,98,75,8,3,1,1,3,1
0,0,0,0,1,1,1,0,0,9,3,20,76,0,3,1,0,3,0
0,0,0,0,0,0,0,0,2,10,0,3,81,0,3,1,0,0,3
0,0,1,0,0,0,0,0,1,9,0,2,80,0,3,1,0,2,3
0,0,0,0,0,1,0,0,1,7,3,14,75,0,3,1,0,3,0
0,0,1,0,0,0,0,0,1,6,1,22,80,0,2,1,0,1,1
0,0,1,0,0,0,0,0,2,10,0,0,81,0,3,1,0,2,3
0,0,0,0,0,0,0,0,3,8,1,9,70,0,3,1,0,2,2
0,1,1,0,1,1,1,0,2,11,2,35,73,5,1,1,1,0,2
0,0,1,0,1,0,1,0,0,9,1,22,76,0,3,1,0,3,0
0,0,0,0,0,0,0,0,-9,10,0,1,72,27,3,1,1,1,1
0,0,1,0,1,0,1,0,0,12,0,21,73,0,2,1,0,3,1
0,0,0,0,0,0,0,0,0,10,0,2,76,34,3,1,1,1,0
0,0,0,0,0,0,0,0,-9,10,0,2,71,0,3,1,0,1,1
0,0,1,0,0,0,0,0,1,9,0,5,79,0,3,1,0,1,1
0,0,1,0,0,1,0,0,0,9,0,15,74,65,3,1,1,3,0
0,0,0,1,1,0,1,0,3,10,18,48,79,16,3,1,1,3,1
0,0,0,0,1,1,1,0,0,9,6,34,71,0,3,1,0,3,1
0,0,1,0,1,0,1,0,0,12,0,6,79,0,2,1,0,0,2
0,0,0,0,0,0,0,0,0,9,0,6,76,75,3,1,1,1,0
0,0,1,1,0,0,0,0,0,9,7,32,70,42,1,1,1,3,1
0,0,0,1,1,0,1,0,1,8,18,118,77,0,3,1,0,2,2
0,1,1,0,0,0,0,0,0,9,0,7,72,0,2,0,0,3,0
0,0,0,1,1,1,0,0,3,10,3,48,78,26,3,1,1,3,1
0,0,1,0,0,1,0,0,0,12,1,11,73,0,2,1,0,3,0
0,0,1,0,0,0,0,0,0,10,0,8,74,0,1,0,0,3,1
0,0,1,1,1,1,1,0,1,10,14,95,74,25,3,1,1,1,1
0,0,1,0,0,0,0,0,0,10,0,2,76,32,3,1,1,1,0
0,0,1,0,0,0,0,0,0,12,0,2,71,0,3,1,0,1,1
0,1,1,0,1,1,1,0,0,12,0,16,70,5,2,0,1,3,1
0,0,1,1,1,1,1,0,0,10,1,20,76,10,2,1,1,3,1
0,0,1,1,0,1,0,0,0,11,0,10,76,0,1,1,0,1,1
0,0,1,0,0,0,0,0,0,11,0,2,75,0,3,1,0,1,0
0,0,1,0,0,1,0,0,1,12,1,27,71,0,2,1,0,3,1
0,0,1,0,0,0,0,0,0,8,0,5,77,48,2,1,1,3,0
0,0,1,0,0,0,0,0,1,12,0,2,75,23,3,1,1,0,3
0,0,1,1,0,0,0,0,0,9,0,10,76,0,1,1,0,3,0
1,1,1,0,0,0,0,0,0,10,0,7,72,0,2,1,0,3,0
0,0,1,0,1,1,1,0,1,12,1,45,72,29,2,1,1,1,1
1,0,0,0,0,0,0,0,2,12,0,7,76,0,3,1,0,0,3
0,1,0,0,0,1,0,0,2,9,0,6,79,0,1,1,0,3,1
0,0,1,1,0,0,0,0,0,12,0,2,73,0,3,1,0,1,1
0,0,1,0,0,0,0,0,0,9,0,8,73,0,3,1,0,1,0
0,0,1,0,1,1,1,0,3,12,3,107,70,22,2,1,1,0,2
0,0,1,0,1,1,0,0,1,12,1,18,71,50,2,1,1,3,1
0,1,1,0,1,1,1,0,8,8,0,21,70,20,1,1,1,2,3
1,1,0,0,0,0,0,0,0,13,2,8,76,0,2,1,0,3,1
0,0,0,0,0,0,0,0,0,9,0,8,73,0,2,1,0,1,0
0,0,1,0,0,0,0,0,12,10,0,0,75,20,3,1,1,0,3
0,0,1,1,1,1,0,0,3,8,2,60,77,0,3,1,0,3,1
0,0,0,0,0,0,0,0,0,12,1,16,77,0,1,1,0,1,1
1,1,1,1,1,0,0,1,1,12,2,30,71,69,2,1,1,0,2
0,0,1,1,1,1,0,1,0,11,1,27,70,0,2,1,0,2,2
0,0,1,0,0,0,0,0,0,9,0,11,77,0,3,1,0,3,0
0,0,1,1,1,0,1,0,0,6,14,82,71,0,3,1,0,3,1
0,0,1,1,0,0,0,0,6,7,2,44,72,23,1,1,1,2,2
0,0,0,1,0,0,0,0,0,6,0,209,74,0,3,1,0,0,3
0,0,1,0,0,0,0,0,0,11,2,25,74,9,2,1,1,1,0
0,0,1,1,1,1,1,0,2,10,1,23,75,0,2,0,0,2,3
0,0,0,0,0,0,0,0,0,8,0,8,79,0,3,1,0,3,0
0,0,1,0,0,0,0,0,0,12,1,6,73,19,1,1,1,3,1
0,0,1,0,1,1,0,1,0,9,2,26,70,38,3,0,1,1,0
0,0,1,0,0,1,0,0,1,12,0,2,79,0,3,1,0,2,3
0,0,1,0,0,0,0,0,0,9,1,4,76,0,3,1,0,3,0
0,0,1,0,0,0,0,0,0,12,0,15,71,0,2,1,0,0,2
0,0,1,0,0,0,0,0,2,9,0,29,77,16,2,1,1,3,1
0,0,1,0,1,1,1,0,1,10,0,37,73,54,1,1,1,1,1
0,0,1,0,0,1,0,0,0,11,1,19,76,0,2,1,0,3,0
0,1,0,0,0,0,0,0,0,11,24,23,73,0,2,1,0,3,1
0,0,1,0,0,0,0,0,0,9,0,2,78,0,3,1,0,1,1
0,1,1,0,0,1,0,0,0,6,0,10,75,68,1,1,1,0,2
0,1,0,0,0,1,0,0,0,10,0,11,77,0,2,1,0,1,0
0,0,0,0,0,1,0,0,1,10,2,15,71,0,2,1,0,0,2
0,0,1,1,1,1,1,0,0,11,0,17,76,0,1,1,0,3,0
0,0,1,0,1,1,0,0,1,5,0,38,73,0,2,1,0,2,3
0,0,1,0,0,0,0,0,0,10,0,1,80,65,2,1,1,3,0
1,0,1,1,1,1,0,1,3,10,16,84,71,0,1,1,0,2,2
0,0,1,1,1,1,1,0,1,6,1,53,71,9,3,1,1,3,1
0,0,0,1,0,0,0,0,0,9,1,5,81,28,2,1,1,3,1
0,0,1,0,0,0,0,0,0,8,1,7,70,0,2,1,0,3,0
0,1,0,0,0,0,0,0,-9,10,1,36,76,0,3,1,0,2,2
0,1,1,0,0,1,0,0,0,14,0,16,73,5,1,1,1,3,1
0,0,1,0,0,0,0,0,8,7,4,18,81,1,2,1,1,0,2
0,0,0,0,0,0,0,0,0,9,1,6,80,0,3,1,0,3,0
0,0,1,0,0,0,0,0,1,7,0,0,71,0,3,1,0,2,3
0,0,1,0,0,0,0,0,1,14,0,12,72,0,2,1,0,1,1
0,0,1,0,1,1,1,0,0,12,1,15,76,0,3,1,0,1,1
0,0,1,0,0,0,0,0,2,11,1,19,76,10,3,1,1,1,1
0,0,0,0,0,0,1,0,0,14,0,4,71,0,3,1,0,3,1
0,1,1,0,1,1,1,0,2,6,0,22,70,0,1,1,0,2,3
0,0,1,0,0,0,0,1,0,9,0,10,77,30,2,1,1,1,1
0,0,0,1,0,0,1,0,0,12,1,11,76,61,2,1,1,1,1
0,0,0,0,0,1,0,0,4,10,0,3,72,45,3,1,1,0,3
0,0,0,0,1,1,1,0,0,11,3,23,81,12,1,1,1,1,1
0,0,0,0,0,0,0,0,4,9,0,6,80,0,3,1,0,0,3
0,0,0,0,0,0,0,0,0,9,5,24,76,28,3,1,1,1,0
0,0,1,0,0,0,0,0,0,12,0,1,74,15,3,1,1,0,2
0,1,1,0,0,0,0,0,0,11,0,6,72,0,2,1,0,1,1
0,1,1,0,1,1,1,0,0,12,0,25,80,0,2,1,0,1,1
0,0,1,0,0,1,0,0,0,12,0,15,71,0,3,1,0,1,1
0,0,1,0,1,1,0,1,2,9,4,78,71,13,1,1,1,1,1
0,1,1,0,1,0,1,0,0,7,2,26,77,0,2,1,0,3,1
0,0,0,0,0,0,0,0,0,9,1,6,73,0,2,1,0,3,1
0,0,0,0,1,0,0,0,0,9,5,38,71,7,3,1,1,1,0
0,0,1,0,0,0,0,0,0,10,2,6,81,11,1,0,1,1,0
0,0,1,1,0,0,0,0,2,7,0,7,74,0,3,1,0,0,3
0,0,1,1,1,1,0,1,3,12,2,32,70,0,2,1,0,0,3
